diffSecs,level,azimuth.mean,azimuth.absolute.deviation,azimuth.standard.deviation,azimuth.max.deviation,pitch.mean,pitch.absolute.deviation,pitch.standard.deviation,pitch.max.deviation,roll.mean,roll.absolute.deviation,roll.standard.deviation,roll.max.deviation,time
1.024129987,48,64.86458588,0.224652454,0.280987591,0.564581871,-4.525000095,0.595833361,0.671286106,1.025000095,-68.91041565,0.336718708,0.399604052,0.789586544,12/20/2011 11:56
1.030446649,40,65.09750366,0.272875339,0.306991696,0.502496898,-3.350000143,0.12000002,0.139642403,0.250000089,-69.95500183,0.109999083,0.134070233,0.254996866,12/20/2011 11:56
1.009935021,47,64.09786987,0.592847824,0.664123297,1.302128196,-3.463829756,0.157627881,0.188415036,0.363829702,-70.26808929,0.08211825,0.099158846,0.231912166,12/20/2011 11:56
1.000688314,31,63.79677582,0.170654833,0.229281485,0.703225017,-3.538709641,0.104474545,0.131191626,0.261290222,-70.43225861,0.102183662,0.120178401,0.23225452,12/20/2011 11:56
1.005598307,45,63.82444382,0.216000304,0.257471383,0.575555921,-3.462222338,0.094222218,0.119794078,0.337777704,-70.45777893,0.130172223,0.162602186,0.357780635,12/20/2011 11:56
1.00244832,42,63.53333282,0.249206781,0.309120774,0.666670501,-3.114285707,0.206122458,0.231528506,0.414285719,-70.65952301,0.103290185,0.125470862,0.340475172,12/20/2011 11:56
1.079606652,32,63.07500076,0.218750417,0.261008143,0.525001764,-2.850000143,0.128125027,0.160078108,0.349999994,-71.21250153,0.118750095,0.151554972,0.312500954,12/20/2011 11:56
1.0055933,44,63.11363602,0.330371678,0.383518785,0.686362088,-2.784090996,0.111880139,0.155129239,0.384090841,-71.48181915,0.110742897,0.133608043,0.31818372,12/20/2011 11:56
1.001598358,50,63.11400223,0.264799893,0.323734552,0.786000729,-2.81400013,0.131680027,0.158757687,0.31400007,-71.34999847,0.097998962,0.11874257,0.250003368,12/20/2011 11:56
1.002599955,35,63.15714264,0.122448422,0.147910178,0.357144177,-2.768571377,0.087346904,0.103568941,0.231428534,-71.41428375,0.073468603,0.1045876,0.285717338,12/20/2011 11:56
1.020491719,41,64.29024506,0.515407801,0.633921385,1.30975318,-2.124390364,0.403212368,0.476153553,1.024390221,-70.77805328,0.275074571,0.310399115,0.62195158,12/20/2011 11:56
1.020286679,47,65.57872772,0.198913455,0.23604542,0.478726804,-1.478723407,0.108646445,0.128719002,0.221276626,-70.27233887,0.147396579,0.17588909,0.327656358,12/20/2011 11:56
1.012486696,38,65.09737396,0.224654078,0.286987334,0.697368801,-1.549999952,0.16052632,0.207427844,0.449999988,-70.3710556,0.270359337,0.308568478,0.571050763,12/20/2011 11:56
1.022941709,40,63.86249924,0.371250093,0.42993468,0.937502086,-2.412500143,0.121874996,0.151966289,0.412500054,-71.13999939,0.139001653,0.172916591,0.439996719,12/20/2011 11:56
1.014593363,40,63.71500015,0.162999883,0.196913749,0.48500365,-2.434999943,0.090250008,0.106183842,0.265000015,-71.23750305,0.111250535,0.133581161,0.362496942,12/20/2011 11:56
1.018826723,40,63.65999985,0.393000036,0.443734288,0.860001564,-2.487499952,0.124374993,0.163075909,0.412500024,-71.25250244,0.157250121,0.18839784,0.352499962,12/20/2011 11:56
1.011383295,48,63.23958206,0.256249666,0.318027437,0.76041609,-2.689583302,0.113454834,0.150332361,0.310416609,-71.28958893,0.091752648,0.119441628,0.289586067,12/20/2011 11:56
1.056910038,29,62.94137955,0.190487877,0.210937664,0.358619153,-2.717241526,0.078953594,0.105271257,0.282758564,-71.18965912,0.114865281,0.147028357,0.310343504,12/20/2011 11:56
1.016049981,43,63.11162949,0.21406199,0.256279171,0.588372171,-2.64418602,0.133585691,0.160380825,0.35581392,-71.3558197,0.110869214,0.129939899,0.255817503,12/20/2011 11:57
1.000869989,48,63.07500076,0.317708254,0.366002917,0.724998534,-2.564583302,0.114583351,0.137673497,0.364583343,-71.40625,0.087759294,0.116199337,0.293752998,12/20/2011 11:57
1.006748319,40,63.27500153,0.171249628,0.217658058,0.475001335,-2.460000038,0.117000014,0.137477309,0.25999999,-71.31500244,0.103748992,0.133322254,0.315002054,12/20/2011 11:57
1.000913382,41,63.53658676,0.503985345,0.558637381,1.063412786,-2.348780632,0.250089228,0.292276144,0.648780465,-71.40975952,0.10017731,0.13029848,0.309758991,12/20/2011 11:57
